R01_0200016047,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200016050,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200016015,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200016044,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200016048,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200016041,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200016042,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200016043,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200016045,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200016116,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200016101,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200016103,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200016132,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200016104,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200016102,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200016576,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200017841,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200016134,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200016133,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200017719,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200017842,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200017947,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200017994,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200017995,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200024126,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200024192,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200024198,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200024272,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200024273,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200024275,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200024415,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200024420,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200024513,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200024515,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200024516,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200024532,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200024533,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200024546,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200024359,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200024360,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200024495,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200024494,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200024517,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200024518,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200024547,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200024561,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL
R01_0200024560,http://sapcpa.acceptatie.ns.nl:80,NSC_CPA_200,https://sapcca-ssl-acc.ns.nl,NSC_CCA_300,ACC_NAL